Tool,feature,shift_z,operation,n,abs_shift_z
M,210X228,0.10122973151118417,210,128,0.10122973151118417
J,520X162,-0.1012172834045406,520,142,0.1012172834045406
M,330X355,-0.10118978287782147,330,128,0.10118978287782147
O,310X27,0.10118375912824455,310,86,0.10118375912824455
M,312X770,-0.10113953177136935,312,128,0.10113953177136935
L,344X108,-0.10112177737779077,344,178,0.10112177737779077
L,750X368,-0.10103521352744496,750,178,0.10103521352744496
N,340X173,-0.10094255413667705,340,266,0.10094255413667705
O,311X199,0.10088889606257595,311,86,0.10088889606257595
N,360X1017,0.1008376390475314,360,266,0.1008376390475314
L,330X632,-0.10083461433192267,330,178,0.10083461433192267
O,312X82,-0.10081402069471271,312,86,0.10081402069471271
M,340X69,0.10076850434135512,340,128,0.10076850434135512
N,310X176,-0.10076100699646741,310,266,0.10076100699646741
N,330X990,0.1007436474818691,330,266,0.1007436474818691
O,312X637,0.10073558578255314,312,86,0.10073558578255314
O,420X71,0.10069556598342594,420,86,0.10069556598342594
M,210X203,-0.10061909038858254,210,128,0.10061909038858254
J,312X138,0.10056255644524738,312,142,0.10056255644524738
M,210X26,-0.10053512032110262,210,128,0.10053512032110262
N,312X601,-0.10052661270416498,312,266,0.10052661270416498
L,312X560,0.10051915391106889,312,178,0.10051915391106889
M,420X211,0.10051343652144484,420,128,0.10051343652144484
J,312X287,0.10051325748406476,312,142,0.10051325748406476
N,330X1227,0.10046432469493831,330,266,0.10046432469493831
N,220X108,0.10043881235177998,220,266,0.10043881235177998
N,311X171,-0.10042252668550294,311,266,0.10042252668550294
N,330X1225,0.10042097571965561,330,266,0.10042097571965561
J,520X72,0.10041657794513782,520,142,0.10041657794513782
N,330X1229,0.1003952575422024,330,266,0.1003952575422024
N,210X51,-0.10037233644974938,210,266,0.10037233644974938
N,330X993,0.10036376571068611,330,266,0.10036376571068611
M,312X207,-0.10035856627873477,312,128,0.10035856627873477
J,220X184,0.10033862904083,220,142,0.10033862904083
L,330X308,0.10030238684894678,330,178,0.10030238684894678
O,420X66,0.10027557802627883,420,86,0.10027557802627883
M,312X79,0.1002610224257454,312,128,0.1002610224257454
N,330X274,0.10024760020005663,330,266,0.10024760020005663
M,220X32,0.10018142190733093,220,128,0.10018142190733093
O,420X69,0.10017891082874228,420,86,0.10017891082874228
M,330X622,-0.10016167530579785,330,128,0.10016167530579785
J,360X447,0.10012138852910227,360,142,0.10012138852910227
J,312X699,-0.10011241455110367,312,142,0.10011241455110367
J,312X700,-0.10009394109221252,312,142,0.10009394109221252
L,750X1072,0.10007952832913795,750,178,0.10007952832913795
L,220X178,-0.1000202872595689,220,178,0.1000202872595689
M,400X192,-0.10001742789279958,400,128,0.10001742789279958
J,520X240,-0.10000216648083551,520,142,0.10000216648083551
N,360X1245,-0.09999834970748912,360,266,0.09999834970748912
N,311X54,-0.09999478509081697,311,266,0.09999478509081697
N,330X566,0.0999661563422992,330,266,0.0999661563422992
O,344X236,-0.09993658500681472,344,86,0.09993658500681472
M,330X963,0.09983203038249115,330,128,0.09983203038249115
O,360X133,-0.09981774041869414,360,86,0.09981774041869414
N,400X20,-0.09978258060117413,400,266,0.09978258060117413
M,210X171,0.09976186089875119,210,128,0.09976186089875119
L,520X18,-0.09973239985532516,520,178,0.09973239985532516
L,344X139,-0.09972628920354337,344,178,0.09972628920354337
J,310X5,0.09971137489971943,310,142,0.09971137489971943
J,330X107,0.09970750928955924,330,142,0.09970750928955924
O,400X4,0.09970307221240235,400,86,0.09970307221240235
M,210X51,-0.09969056348772543,210,128,0.09969056348772543
L,312X761,0.09965389524834575,312,178,0.09965389524834575
M,312X73,0.0996533598723702,312,128,0.0996533598723702
J,520X38,0.09960187804838072,520,142,0.09960187804838072
L,400X132,0.09959916456910439,400,178,0.09959916456910439
N,330X123,0.09959316974326052,330,266,0.09959316974326052
L,310X31,0.09954347731361822,310,178,0.09954347731361822
O,312X580,-0.09953273694436282,312,86,0.09953273694436282
O,330X966,-0.09953097858137275,330,86,0.09953097858137275
N,312X567,-0.09950571335294124,312,266,0.09950571335294124
N,520X77,-0.09949880273904295,520,266,0.09949880273904295
N,330X179,0.0994867580420895,330,266,0.0994867580420895
L,312X245,0.09947308758096829,312,178,0.09947308758096829
O,312X261,-0.0994637036103761,312,86,0.0994637036103761
L,330X580,0.0994263979374089,330,178,0.0994263979374089
M,750X23,-0.09941863749902526,750,128,0.09941863749902526
L,311X127,0.0993847172912023,311,178,0.0993847172912023
L,312X773,0.09935517730294886,312,178,0.09935517730294886
L,330X6,0.09930518057506026,330,178,0.09930518057506026
N,330X1236,-0.09930446007767166,330,266,0.09930446007767166
M,400X195,-0.0993028686889815,400,128,0.0993028686889815
N,330X1232,-0.09928667713093284,330,266,0.09928667713093284
J,520X134,0.0992707772018812,520,142,0.0992707772018812
M,ERROR:#N/A_11,-0.09925921076641579,UNKNOWN,128,0.09925921076641579
J,420X112,-0.09925540828910198,420,142,0.09925540828910198
N,330X1234,-0.09925311824601728,330,266,0.09925311824601728
J,310X175,0.09924971486931654,310,142,0.09924971486931654
M,210X201,-0.09923971646731038,210,128,0.09923971646731038
N,312X55,0.09923245631691095,312,266,0.09923245631691095
N,312X379,-0.09921001087974825,312,266,0.09921001087974825
L,330X251,0.09920981508199068,330,178,0.09920981508199068
L,220X186,0.09919250502245776,220,178,0.09919250502245776
O,520X17,-0.09918832991584661,520,86,0.09918832991584661
O,420X68,0.09918161753467704,420,86,0.09918161753467704
O,344X194,-0.0991794889456521,344,86,0.0991794889456521
O,340X185,-0.09914524691937493,340,86,0.09914524691937493
M,312X379,0.09913135600854345,312,128,0.09913135600854345
N,312X566,-0.09913046564529196,312,266,0.09913046564529196
N,210X98,-0.09909417428615391,210,266,0.09909417428615391
N,312X520,-0.0990858624657019,312,266,0.0990858624657019
N,312X478,0.09908586246570147,312,266,0.09908586246570147
J,420X72,0.09901408109268264,420,142,0.09901408109268264
M,344X208,-0.0988937853226538,344,128,0.0988937853226538
J,750X241,0.09888784079806082,750,142,0.09888784079806082
N,520X134,0.09886454975771954,520,266,0.09886454975771954
N,520X23,0.0988609788670651,520,266,0.0988609788670651
M,360X34,0.098833295047075,360,128,0.098833295047075
O,ERROR:#N/A_9,-0.09883026648066036,UNKNOWN,86,0.09883026648066036
M,344X88,0.09882673321348591,344,128,0.09882673321348591
L,400X217,-0.09881965850864041,400,178,0.09881965850864041
O,344X190,-0.09881071267099956,344,86,0.09881071267099956
J,312X267,-0.09880936182302787,312,142,0.09880936182302787
L,312X590,0.09880534576330856,312,178,0.09880534576330856
M,312X169,-0.09879847248738548,312,128,0.09879847248738548
M,400X13,0.098793491817533,400,128,0.098793491817533
L,311X188,0.09873464003448916,311,178,0.09873464003448916
M,312X90,0.09873387512446444,312,128,0.09873387512446444
O,440AX112,0.09873189161364386,UNKNOWN,86,0.09873189161364386
N,312X32,0.09871254257935502,312,266,0.09871254257935502
M,520X37,0.09870670446599286,520,128,0.09870670446599286
L,360X1321,-0.09868253431525321,360,178,0.09868253431525321
J,312X333,0.09867031342200297,312,142,0.09867031342200297
M,520X52,-0.09864003627338283,520,128,0.09864003627338283
L,400X187,-0.09863253200423876,400,178,0.09863253200423876
L,750X274,-0.09859637033719476,750,178,0.09859637033719476
M,520X41,0.09858042711769184,520,128,0.09858042711769184
L,312X167,0.0985619258641898,312,178,0.0985619258641898
J,311X153,-0.09854224832277607,311,142,0.09854224832277607
L,312X173,0.09853670907942272,312,178,0.09853670907942272
O,311X111,-0.09852699871902504,311,86,0.09852699871902504
O,750X100,0.09847172716242572,750,86,0.09847172716242572
M,360X1201,0.09843359629287925,360,128,0.09843359629287925
O,311X128,-0.09842488623041777,311,86,0.09842488623041777
J,420X80,-0.09840356182281546,420,142,0.09840356182281546
N,312X669,0.09836569191872437,312,266,0.09836569191872437
J,400X21,-0.09834244805251617,400,142,0.09834244805251617
O,310X111,-0.09827422644642199,310,86,0.09827422644642199
L,210X85,0.09825932519512214,210,178,0.09825932519512214
L,750X241,-0.09824493585039638,750,178,0.09824493585039638
N,220X15,0.09822126095280381,220,266,0.09822126095280381
L,520X62,-0.09822083757782436,520,178,0.09822083757782436
L,330X368,0.09822064985826459,330,178,0.09822064985826459
L,312X141,0.09817964041112659,312,178,0.09817964041112659
O,360X1006,0.09817649461361505,360,86,0.09817649461361505
M,330X268,0.09817517784479005,330,128,0.09817517784479005
O,344X124,-0.09816305247548493,344,86,0.09816305247548493
M,330X541,-0.09812619492578295,330,128,0.09812619492578295
M,312X723,-0.09811590720676593,312,128,0.09811590720676593
N,210X49,-0.09810984742069448,210,266,0.09810984742069448
N,312X681,0.09810960315044022,312,266,0.09810960315044022
N,344X1,0.09809075409750957,344,266,0.09809075409750957
L,330X1229,0.09808915612162272,330,178,0.09808915612162272
L,330X1225,0.09808517843563253,330,178,0.09808517843563253
L,330X1227,0.09808140104914614,330,178,0.09808140104914614
N,311X71,0.098038396871306,311,266,0.098038396871306
L,330X583,0.09801502069208849,330,178,0.09801502069208849
L,440AX134,0.09798714337100485,UNKNOWN,178,0.09798714337100485
M,312X219,-0.097974519945815,312,128,0.097974519945815
N,210X140,-0.09797328453637778,210,266,0.09797328453637778
L,750X573,-0.09797222186047685,750,178,0.09797222186047685
L,312X767,0.0979648654264605,312,178,0.0979648654264605
O,ERROR:#N/A_8,-0.09791117623369187,UNKNOWN,86,0.09791117623369187
N,360X475,-0.09791017609540531,360,266,0.09791017609540531
L,330X241,0.09790839569542495,330,178,0.09790839569542495
N,344X177,0.0979009427833949,344,266,0.0979009427833949
M,420X12,0.09789440056275717,420,128,0.09789440056275717
L,330X639,0.09788364078354841,330,178,0.09788364078354841
L,330X637,0.09788037944888654,330,178,0.09788037944888654
L,330X635,0.09787753316242004,330,178,0.09787753316242004
M,311X72,0.09782649511375337,311,128,0.09782649511375337
J,420X142,-0.09780977882950304,420,142,0.09780977882950304
N,312X95,-0.09779365562196626,312,266,0.09779365562196626
L,210X143,-0.09777808668422638,210,178,0.09777808668422638
J,520X67,0.09775976807227608,520,142,0.09775976807227608
O,330X1080,0.0977571092370666,330,86,0.0977571092370666
J,210X130,0.0977550984772233,210,142,0.0977550984772233
M,344X94,-0.09758919473697787,344,128,0.09758919473697787
M,360X176,0.09758267316433637,360,128,0.09758267316433637
M,360X1152,0.09753469234950184,360,128,0.09753469234950184
M,400X80,-0.0974961107435299,400,128,0.0974961107435299
M,400X99,0.09748086050300027,400,128,0.09748086050300027
N,312X675,0.09747886289730373,312,266,0.09747886289730373
N,344X16,-0.09746571862562986,344,266,0.09746571862562986
L,420X214,0.09745097056110619,420,178,0.09745097056110619
L,330X31,0.09743665513684571,330,178,0.09743665513684571
L,330X508,-0.097421722847244,330,178,0.097421722847244
L,330X993,0.0974088915425032,330,178,0.0974088915425032
L,750X635,-0.09740666698544513,750,178,0.09740666698544513
L,210X150,0.09740228265534252,210,178,0.09740228265534252
L,312X76,-0.09737971095996624,312,178,0.09737971095996624
N,330X1,-0.09736016097709743,330,266,0.09736016097709743
O,311X187,-0.09734806423152491,311,86,0.09734806423152491
L,330X798,-0.0973421795619565,330,178,0.0973421795619565
J,520X161,-0.09731832207057761,520,142,0.09731832207057761
M,340X163,0.09726159495907474,340,128,0.09726159495907474
M,440AX127,0.09723476082898899,UNKNOWN,128,0.09723476082898899
M,312X758,-0.0972339458026024,312,128,0.0972339458026024
M,312X210,0.09722636170610859,312,128,0.09722636170610859
J,520X58,0.09722186760441076,520,142,0.09722186760441076
M,ERROR:#N/A_15,0.09721580994642309,UNKNOWN,128,0.09721580994642309
N,330X1097,0.09721509362525818,330,266,0.09721509362525818
M,344X226,0.09712448094376717,344,128,0.09712448094376717
L,220X15,-0.09711523847524488,220,178,0.09711523847524488
L,360X541,0.09710060896854254,360,178,0.09710060896854254
J,360X1094,0.09709559245113081,360,142,0.09709559245113081
O,311X131,-0.09709301847650109,311,86,0.09709301847650109
J,312X525,0.0970628722310883,312,142,0.0970628722310883
O,312X789,-0.09704255986748977,312,86,0.09704255986748977
M,330X234,0.09703721691685481,330,128,0.09703721691685481
N,330X294,0.09702507378281816,330,266,0.09702507378281816
L,360X14,0.09702115853786825,360,178,0.09702115853786825
N,312X488,-0.0970187994826945,312,266,0.0970187994826945
L,330X1236,-0.09701642471645958,330,178,0.09701642471645958
M,312X47,0.09700784302899426,312,128,0.09700784302899426
L,330X1232,-0.09700594538451221,330,178,0.09700594538451221
L,330X1234,-0.09699449129151773,330,178,0.09699449129151773
M,750X252,-0.09696327506951448,750,128,0.09696327506951448
J,520X158,-0.09694802980940073,520,142,0.09694802980940073
N,360X743,-0.09693959827905128,360,266,0.09693959827905128
O,750X318,0.0968797720058084,750,86,0.0968797720058084
N,311X110,0.09685425341789035,311,266,0.09685425341789035
M,420X200,0.09685271266587457,420,128,0.09685271266587457
L,330X1042,0.09683395188728709,330,178,0.09683395188728709
O,311X209,0.09683380845089626,311,86,0.09683380845089626
L,330X973,0.0968205331396309,330,178,0.0968205331396309
O,330X1093,0.09680324215534544,330,86,0.09680324215534544
O,330X500,0.0967928908132309,330,86,0.0967928908132309
N,330X1010,0.0967349359084905,330,266,0.0967349359084905
N,Chamber ID,0.0967296312598016,UNKNOWN,266,0.0967296312598016
N,750X653,-0.09672876698102142,750,266,0.09672876698102142
L,420X117,-0.09665849494891576,420,178,0.09665849494891576
J,400X151,-0.09665557517596764,400,142,0.09665557517596764
L,330X288,0.09662807739102118,330,178,0.09662807739102118
M,340X165,0.09661422654439043,340,128,0.09661422654439043
N,330X26,0.0965735301107719,330,266,0.0965735301107719
M,311X210,0.09656822525476566,311,128,0.09656822525476566
J,440AX211,0.09654929498957382,UNKNOWN,142,0.09654929498957382
N,330X936,-0.09653921435136163,330,266,0.09653921435136163
L,310X13,-0.09648099432604992,310,178,0.09648099432604992
O,520X312,0.09646388683709467,520,86,0.09646388683709467
J,312X132,0.09641923766109979,312,142,0.09641923766109979
M,344X115,-0.096383876977725,344,128,0.096383876977725
L,330X271,0.09638153199352724,330,178,0.09638153199352724
M,340X61,-0.09636370913758253,340,128,0.09636370913758253
O,330X1218,-0.09635630180060066,330,86,0.09635630180060066
M,220X110,-0.09629349528928699,220,128,0.09629349528928699
M,340X125,0.09628605687914134,340,128,0.09628605687914134
M,400X34,0.09618687851920744,400,128,0.09618687851920744
M,750X198,-0.09617735960690883,750,128,0.09617735960690883
M,440AX110,0.0961653247170684,UNKNOWN,128,0.0961653247170684
N,330X23,0.09614823706647484,330,266,0.09614823706647484
L,330X258,0.09607741592902082,330,178,0.09607741592902082
N,360X329,-0.09607615409323897,360,266,0.09607615409323897
L,750X1050,0.09605885080633557,750,178,0.09605885080633557
N,360X704,0.09604949520919674,360,266,0.09604949520919674
O,520X306,0.09604821552646195,520,86,0.09604821552646195
O,310X174,0.0960348604604076,310,86,0.0960348604604076
M,312X159,0.09601460997841585,312,128,0.09601460997841585
O,330X498,-0.09593036394959097,330,86,0.09593036394959097
M,ERROR:#N/A_18,0.09591568835157942,UNKNOWN,128,0.09591568835157942
O,330X517,0.09589474942771252,330,86,0.09589474942771252
J,750X296,-0.09588833296361599,750,142,0.09588833296361599
M,520X87,0.09587983895269832,520,128,0.09587983895269832
L,330X990,0.09585759053148286,330,178,0.09585759053148286
M,312X764,-0.09580883248147576,312,128,0.09580883248147576
M,220X112,0.09579861555676938,220,128,0.09579861555676938
J,750X984,-0.09577988524748313,750,142,0.09577988524748313
J,310X44,-0.09575948599542172,310,142,0.09575948599542172
L,360X1391,0.09572822489560513,360,178,0.09572822489560513
O,420X92,-0.09570682169299487,420,86,0.09570682169299487
M,420X40,-0.09568545283606729,420,128,0.09568545283606729
O,210X19,-0.09566669063836969,210,86,0.09566669063836969
L,312X235,-0.09565080947018345,312,178,0.09565080947018345
N,312X43,0.09564831831080169,312,266,0.09564831831080169
L,330X3,0.09562702896207205,330,178,0.09562702896207205
J,312X37,-0.09560432931990075,312,142,0.09560432931990075
O,330X81,-0.09560358568477842,330,86,0.09560358568477842
